Date,Time,Type,Player/Organizer,Tournament,Amount,Status,Screenshot,Notes
2026-01-20,18:52:08,RECEIVED,lochan,ace badminton tournament,10000,PENDING,https://res.cloudinary.com/dfg8tdgmf/image/upload/v1768915325/matchify/payment-screenshots/fbf2aece-a4ae-4d8e-aaff-73f35fed79d4/hnc6h5xr5gco8gevnxxv.jpg,
